subj_ID,condition,own_words,kept_words,elim_words
48,keep,"[('him', 6), ('like', 3), ('why', 3), ('are', 3), ('they', 3), ('Angry,', 2), (""they're"", 2), ('Scared,', 2), ('in', 2), ('looks', 2), ('her', 2), ('with', 2), ('a', 2), ('my', 1), ('heart', 1), ('stirs', 1), ('Sad,', 1), ('fearful', 1), ('Worried,', 1), ('leave', 1), ('alone', 1), ('Pissed,', 1), ('upset', 1), ('manhandling', 1), ('sad,', 1), (""he's"", 1), ('obviously', 1), ('pain', 1), ('Inspired,', 1), ('she', 1), (""she's"", 1), ('speaking', 1), ('mind', 1), ('Worried', 1), ('Anxious,', 1), ('suffocating', 1), ('them', 1), ('solidarity', 1), ('anxious', 1), ('pissed', 1), ('and', 1), ('outraged,', 1), ('there', 1), ('so', 1), ('many', 1), ('cops', 1), ('surrounding', 1), ('her?', 1), ('what', 1), ('could', 1)]","[('the', 21), ('is', 17), ('police', 16), ('to', 15), ('I', 11), ('feel', 10), ('being', 9), ('My', 8), ('response', 8), ('for', 8), ('a', 7), ('like', 7), ('arrested', 7), ('as', 6), ('this', 6), ('of', 5), ('and', 5), ('on', 5), ('are', 5), ('man', 5), ('looks', 5), ('black', 4), ('doing', 4), ('their', 4), ('that', 4), ('by', 4), ('This', 4), ('he', 4), ('person', 4), ('she', 4), ('Law', 4), ('enforcement', 4), ('arrests', 4), ('with', 3), ('Again,', 3), ('job...', 3), ('it', 3), ('hope', 3), ('A', 3), ('guy', 3), ('in', 3), ('or', 3), ('seems', 3), ('bad', 3), ('arrest', 3), ('at', 3), ('see', 2), ('having', 2), ('look', 2), ('held', 2)]","[('the', 25), ('is', 24), ('to', 18), ('this', 16), ('I', 15), ('police', 14), ('a', 14), ('in', 10), ('and', 9), ('man', 9), ('looks', 9), ('like', 9), ('of', 8), ('being', 8), ('by', 8), ('arrested', 7), ('This', 7), ('he', 6), ('black', 6), ('feel', 5), ('what', 5), ('person', 5), ('are', 5), ('why', 5), ('am', 5), ('probably', 4), ('wonder', 4), ('that', 4), ('way', 4), ('doing', 4), ('it', 4), ('on', 4), ('if', 4), ('or', 4), ('much', 4), ('were', 3), ('more', 3), ('see', 3), ('sad', 3), ('for', 3), ('just', 3), ('their', 3), ('from', 3), ('she', 3), ('policeman', 3), ('woman', 3), (""don't"", 3), ('people', 3), ('too', 3), ('There', 2)]"
50,keep,"[('being', 10), ('looks', 6), ('like', 6), ('so', 6), ('are', 5), ('the', 5), ('to', 5), (""he's"", 4), ('they', 4), ('man', 4), ('officers', 4), ('with', 3), ('in', 3), ('even', 3), ('ground', 3), ('he', 3), ('upset', 2), ('Man', 2), ('why', 2), ('white', 2), ('pain', 2), ('about', 2), ('his', 2), ('probably', 2), ('expressing', 2), ('she', 2), ('seems', 2), ('pinned', 2), ('forcefully,', 2), ('down', 2), (""man's"", 2), ('up', 2), (""doesn't"", 2), ('protestor', 2), ('is', 2), ('just', 2), ('hurt', 1), ('aggressive', 1), ('this', 1), ('Only', 1), ('police', 1), ('restricting', 1), ('black', 1), ('more', 1), ('aggressively', 1), ('than', 1), ('The', 1), ('screaming', 1), (""He's"", 1), ('dragged', 1)]","[('the', 17), ('is', 17), ('a', 14), ('being', 13), ('I', 12), ('police', 10), ('looks', 9), ('this', 9), ('he', 8), ('arrested', 8), ('to', 8), ('for', 7), ('they', 7), ('like', 7), ('feel', 6), ('not', 6), ('of', 6), ('person', 6), ('in', 6), ('guy', 5), ('man', 5), ('by', 5), ('are', 5), ('what', 5), ('have', 5), ('that', 4), ('really', 4), ('male', 4), ('and', 4), ('Wondering', 4), ('An', 4), ('african', 4), ('american', 4), ('officer', 4), ('fight', 3), ('why', 3), ('so', 3), ('This', 3), ('should', 3), ('Police', 3), ('as', 3), ('The', 3), ('going', 3), ('seems', 3), ('on', 3), ('upset', 3), ('pain.', 3), ('did', 3), ('probably', 3), ('scared', 2)]","[('the', 29), ('to', 18), ('I', 16), ('is', 13), ('being', 11), ('looks', 9), ('like', 9), ('police', 8), ('a', 8), ('in', 8), ('arrested', 7), ('and', 7), ('person', 7), ('This', 6), ('by', 6), ('with', 6), ('why', 6), ('be', 6), ('man', 5), ('feel', 5), ('are', 5), ('of', 5), ('guy', 5), ('black', 5), ('have', 5), ('him', 5), ('on', 5), ('see', 4), ('that', 4), ('they', 4), ('for', 4), ('wonder', 4), ('this', 4), ('peaceful', 3), ('protester', 3), ('sad', 3), ('A', 3), ('arrest', 3), ('no', 3), ('woman', 3), ('cops', 3), ('face', 3), (""don't"", 3), ('arrested.', 3), ('arresting', 2), ('taken', 2), ('an', 2), ('violence', 2), ('getting', 2), ('makes', 2)]"
51,eliminate,"[('a', 16), ('and', 10), ('the', 10), ('of', 9), ('this', 9), ('are', 9), ('being', 8), ('I', 7), ('police', 7), ('is', 7), ('man', 7), ('to', 7), ('because', 6), ('black', 6), ('force', 6), (""don't"", 5), ('against', 5), ('used', 5), ('in', 5), ('like', 4), ('they', 4), ('who', 4), ('likely', 4), ('person', 4), ('Too', 4), ('much', 4), ('A', 4), ('single', 4), ('at', 3), ('brutality', 3), ('has', 3), ('most', 3), ('put', 3), ('down', 3), ('man.', 3), ('The', 3), ('his', 3), ('up', 3), ('just', 3), ('for', 3), ('white', 3), ('that', 3), ('it', 2), ('makes', 2), ('me', 2), ('harming', 2), ('probably', 2), ('woman', 2), ('feel', 2), ('color', 2)]","[('This', 17), ('like', 17), ('looks', 16), ('is', 16), ('a', 15), ('this', 14), ('police', 13), ('being', 12), ('by', 12), ('the', 12), ('I', 12), ('man', 10), ('arrested', 10), ('to', 10), ('feel', 10), ('of', 7), ('in', 6), ('that', 6), ('and', 5), ('woman', 5), ('for', 5), ('at', 5), ('it', 5), ('upset', 4), ('be', 4), ('while', 4), ('he', 4), ('force', 4), ('against', 4), ('do', 4), ('they', 4), ('police.', 4), ('getting', 3), ('An', 3), ('african', 3), ('american', 3), ('male', 3), ('officer', 3), ('really', 3), ('upset.', 3), ('pain', 3), ('so', 3), ('have', 3), ('picture', 3), ('because', 3), ('man.', 3), ('she', 3), ('or', 3), ('excessive', 3), ('arrested.', 2)]","[('is', 18), ('I', 16), ('a', 16), ('to', 16), ('the', 13), ('being', 11), ('looks', 10), ('he', 9), ('and', 9), ('police', 9), ('feel', 8), ('like', 7), ('what', 7), ('in', 7), ('of', 7), ('by', 7), ('that', 5), ('This', 5), ('man', 5), ('be', 5), ('person', 5), ('look', 4), ('or', 4), ('this', 4), ('for', 4), ('on', 4), ('know', 4), ('these', 4), ('she', 4), ('are', 3), ('as', 3), ('if', 3), ('people', 3), ('arrested.', 3), ('arrested', 3), ('black', 3), (""don't"", 3), ('did', 3), ('Police', 3), ('cops', 3), ('sad', 3), ('work', 2), ('guy', 2), ('dragged', 2), ('an', 2), ('it', 2), ('really', 2), ('upset.', 2), ('rally', 2), ('one', 2)]"
52,keep,"[('guy', 7), ('looks', 7), ('this', 5), ('the', 5), ('is', 4), ('really', 4), ('he', 4), ('like', 4), ('terrified', 3), ('trying', 3), ('to', 3), ('as', 3), ('feel', 2), ('police', 2), ('have', 2), (""they're"", 2), ('i', 2), ('in', 2), ('what', 2), ('of', 2), ('why', 2), ('on', 2), ('his', 2), ('disgusted', 1), ('poor', 1), ('ugly', 1), ('The', 1), (""woman's"", 1), ('male', 1), ('companion', 1), ('must', 1), ('hurt', 1), ('him', 1), ('fight', 1), ('back', 1), ('it', 1), ('kill', 1), ('sorry', 1), ('that', 1), ('society', 1), ('put', 1), ('situation', 1), ('uuughhhhhh,', 1), ('should', 1), ('not', 1), ('chokehold', 1), (""I'm"", 1), ('confused', 1), ('at', 1), ('kind', 1)]","[('like', 20), ('looks', 17), ('the', 16), ('is', 15), ('a', 14), ('being', 13), ('This', 13), ('police', 12), ('of', 11), ('arrested', 8), ('he', 8), ('and', 7), ('to', 7), ('are', 7), ('this', 7), ('cops', 6), ('I', 6), ('guy', 6), ('by', 5), ('for', 5), ('that', 5), ('person', 5), ('people', 5), ('arresting', 5), ('He', 4), ('him', 4), ('why', 4), ('they', 4), ('man', 4), ('The', 4), ('one', 4), ('just', 4), ('look', 4), ('be', 3), ('from', 3), ('down', 3), ('arrest', 3), ('feel', 3), ('bad', 3), ('not', 3), ('wrong', 3), ('lot', 3), ('Going', 3), ('response', 3), ('form', 3), ('can', 2), ('screaming', 2), ('jail.', 2), ('on', 2), ('out', 2)]","[('the', 26), ('is', 18), ('I', 15), ('a', 15), ('to', 13), ('man', 12), ('police', 10), ('feel', 10), ('of', 10), ('in', 10), ('being', 9), ('this', 9), ('like', 9), ('for', 9), ('by', 8), ('be', 8), ('he', 8), ('looks', 7), ('and', 6), ('that', 6), ('on', 6), ('black', 4), ('arrested', 4), ('with', 4), ('it', 4), ('people', 4), ('person', 4), ('arrested.', 4), ('all', 3), ('about', 3), ('can', 3), ('The', 3), ('sad', 3), ('are', 3), ('get', 3), ('face', 3), ('getting', 3), ('not', 3), ('one', 3), ('look', 3), ('probably', 3), ('He', 3), ('as', 3), ('seems', 3), ('what', 3), ('Looks', 3), ('This', 3), ('carried', 3), ('A', 2), ('held', 2)]"
53,eliminate,"[('seems', 5), ('he', 4), ('looks', 4), ('the', 3), ('like', 3), ('sad', 2), ('aggressive', 2), ('violent', 2), ('by', 2), ('not', 2), ('sure', 2), ('why', 2), ('upset', 2), ('-', 2), ('police', 2), ('is', 2), ('a', 2), ('unfair', 1), ('brutal', 1), ('disturbed', 1), ('violence', 1), ('confused', 1), ('there', 1), ('are', 1), ('so', 1), ('many', 1), ('officers', 1), ('alarmed', 1), ('brutality', 1), ('angry-', 1), ('being', 1), ('choked', 1), ('inappropriate', 1), ('handling', 1), ('face', 1), ('down', 1), ('on', 1), ('concrete', 1), ('extreme', 1), ('mom', 1), ('or', 1), ('onlooker', 1), ('trying', 1), ('to', 1), ('make', 1), ('point/help', 1), ('disturbing', 1), ('sadness', 1), ('scared', 1), ('for', 1)]","[('a', 27), ('like', 20), ('police', 20), ('looks', 19), ('This', 17), ('man', 14), ('the', 14), ('by', 13), ('being', 12), ('of', 12), ('arrested', 10), ('is', 9), ('in', 9), ('and', 8), ('to', 8), ('I', 8), ('he', 7), ('this', 7), ('seems', 6), ('so', 5), ('Police', 5), ('A', 5), ('case', 5), ('arresting', 5), ('person', 4), ('away', 4), ('who', 4), ('as', 4), ('be', 4), ('An', 4), ('african', 4), ('american', 4), ('officer', 4), ('they', 4), ('feel', 4), ('are', 4), ('down', 4), ('really', 4), ('that', 4), ('force', 4), ('cops', 4), ('arrested.', 3), ('carrying', 3), ('him', 3), ('up', 3), ('male', 3), ('one', 3), ('have', 3), ('face', 3), ('much', 3)]","[('is', 19), ('to', 18), ('the', 15), ('I', 14), ('this', 11), ('a', 11), ('police', 10), ('being', 10), ('by', 8), ('feel', 8), ('like', 7), ('he', 7), ('in', 7), ('it', 7), ('that', 7), ('looks', 6), ('of', 6), ('be', 6), ('man', 6), ('cops', 5), ('what', 5), ('for', 5), ('one', 4), ('and', 4), ('arrested', 4), ('but', 4), ('seems', 4), ('doing', 3), ('carried', 3), ('What', 3), ('person', 3), ('look', 3), ('take', 3), ('going', 3), ('on', 3), ('A', 3), ('much', 3), ('This', 3), ('The', 3), ('She', 3), ('are', 2), ('detained', 2), ('because', 2), ('just', 2), ('who', 2), ('police.', 2), ('neutral', 2), ('at', 2), ('picture,', 2), (""doesn't"", 2)]"
54,keep,"[('I', 7), ('the', 6), ('me', 5), ('looks', 5), ('feel', 4), (""don't"", 4), ('like', 4), ('of', 3), ('a', 3), ('this', 3), ('face', 3), ('in', 3), ('are', 3), ('to', 3), ('makes', 2), ('The', 2), ('and', 2), ('unfair', 2), ('look', 2), ('emotional', 2), ('so', 2), ('because', 2), ('is', 2), ('for', 2), ('picture', 2), ('that', 2), ('This', 2), ('being', 2), ('disappointment', 1), ('overly', 1), ('violent', 1), ('scene', 1), ('brutal', 1), ('Faces', 1), ('individuals', 1), ('as', 1), ('either', 1), ('Makes', 1), ('feelempowerment/pride', 1), ('she', 1), ('standing', 1), ('up', 1), ('herself', 1), ('have', 1), ('hard', 1), ('time', 1), ('understanding', 1), (""what's"", 1), ('happening', 1), ('n', 1)]","[('the', 21), ('I', 18), ('to', 15), ('a', 14), ('is', 14), ('of', 13), ('police', 9), ('like', 9), ('this', 9), ('feel', 9), ('that', 8), ('and', 7), ('being', 7), ('arrested', 7), ('with', 7), ('as', 6), ('looks', 5), ('in', 5), ('he', 5), ('are', 5), ('arrests', 5), ('were', 5), ('man', 4), ('his', 4), ('not', 4), ('upset', 4), ('at', 4), ('more', 4), ('know', 4), ('by', 3), ('officer', 3), ('on', 3), ('lot', 3), ('what', 3), ('for', 3), ('or', 3), (""don't"", 3), ('person', 3), ('be', 3), ('one', 3), ('protesters', 3), ('another', 2), ('An', 2), ('african', 2), ('american', 2), ('hate', 2), ('they', 2), ('That', 2), ('very', 2), ('have', 2)]","[('is', 20), ('a', 18), ('the', 15), ('being', 14), ('police', 14), ('I', 13), ('to', 13), ('this', 12), ('arrested', 10), ('of', 10), ('person', 9), ('by', 9), ('man', 8), ('in', 8), ('he', 8), ('This', 7), ('looks', 7), ('or', 7), ('be', 6), ('that', 6), ('for', 6), ('have', 5), ('on', 5), ('police.', 5), ('feel', 5), ('they', 5), ('seems', 5), ('not', 4), ('with', 4), ('if', 4), ('has', 4), ('like', 4), ('him', 4), ('Police', 4), ('and', 4), ('does', 3), ('look', 3), ('as', 3), ('she', 3), ('her', 3), ('woman', 3), ('going', 3), ('do', 3), ('cops', 3), ('so', 3), ('who', 3), ('black', 3), ('what', 3), ('seem', 3), ('while', 3)]"
55,eliminate,"[('to', 11), ('man', 10), ('Seems', 8), ('The', 7), ('be', 7), ('like', 6), ('the', 5), ('not', 3), ('seem', 3), ('that', 2), ('is', 2), ('cops', 2), ('appear', 2), ('inhumane', 2), ('appears', 2), ('they', 2), ('are', 2), ('an', 2), ('police', 2), ('situation', 2), ('a', 2), ('being', 2), ('black', 2), ('Not', 1), ('what', 1), ('you', 1), ('hope', 1), ('relationship', 1), ('excesive', 1), (""don't"", 1), ('doing', 1), ('anything', 1), ('particularly', 1), ('wrong', 1), ('treatment', 1), ('peaceful', 1), ('I', 1), (""can't"", 1), ('tell', 1), ('if', 1), ('helping', 1), ('or', 1), ('uncessasary', 1), ('amount', 1), ('of', 1), ('do', 1), ('causing', 1), ('undue', 1), ('harm', 1), ('her', 1)]","[('is', 21), ('the', 19), ('being', 18), ('in', 17), ('police', 17), ('this', 16), ('by', 14), ('to', 13), ('like', 13), ('arrested', 12), ('a', 11), ('I', 11), ('person', 9), ('man', 8), ('looks', 8), ('and', 8), ('on', 7), ('what', 6), ('officer', 6), ('Black', 6), ('for', 5), ('of', 5), ('are', 5), ('it', 5), ('The', 5), ('that', 5), ('An', 5), ('african', 5), ('american', 5), ('male', 5), ('he', 5), ('toward', 4), ('but', 4), ('This', 4), ('they', 4), ('feel', 4), ('black', 4), ('seems', 4), ('woman', 4), ('A', 4), ('be', 3), ('up', 3), ('not', 3), ('upset.', 3), ('his', 3), ('ground', 3), ('him', 3), ('there', 3), ('as', 3), ('with', 3)]","[('the', 12), ('I', 11), ('to', 11), ('police', 11), ('this', 10), ('a', 10), ('is', 9), ('like', 9), ('being', 9), ('be', 8), ('looks', 8), ('by', 7), ('of', 6), ('person', 6), ('and', 6), ('with', 6), ('he', 5), ('are', 5), ('feel', 5), ('why', 5), ('man', 4), ('have', 4), ('arrest.', 4), ('in', 4), ('as', 4), ('This', 4), ('they', 4), ('arrested', 4), ('no', 3), ('or', 3), ('The', 3), ('on', 3), ('that', 3), ('just', 3), ('look', 3), ('for', 3), ('but', 3), ('an', 3), ('was', 2), ('reason', 2), ('pain', 2), ('cops', 2), ('ground', 2), ('screaming', 2), ('people', 2), ('Looks', 2), ('him', 2), ('protesters', 2), ('were', 2), ('A', 2)]"
57,eliminate,"[('the', 11), ('to', 9), ('he', 8), ('is', 8), ('and', 7), ('because', 5), ('so', 5), ('me', 4), ('him', 4), ('sad', 4), ('man', 4), ('in', 4), ('being', 4), ('I', 4), ('feel', 4), ('are', 4), ('her', 4), ('she', 4), ('makes', 3), ('just', 3), ('looks', 3), ('at', 3), ('a', 3), ('police', 3), ('officers', 3), ('seems', 3), ('they', 3), ('look', 3), ('be', 3), ('mad', 2), ('really', 2), ('need', 2), ('people', 2), ('as', 2), ('how', 2), ('girl', 2), ('by', 2), ('it', 2), ('that', 2), ('of', 2), ('dignity', 2), ('for', 2), ('up', 2), ('but', 2), ('much', 2), ('concerned', 1), ('worry', 1), ('does', 1), ('four', 1), ('tackling', 1)]","[('the', 21), ('is', 20), ('to', 17), ('this', 17), ('in', 14), ('of', 13), ('I', 13), ('like', 12), ('he', 12), ('they', 11), ('are', 11), ('a', 10), ('being', 10), ('and', 10), ('that', 10), ('feel', 9), ('looks', 9), ('This', 9), ('police', 9), ('man', 8), ('for', 7), ('at', 6), ('on', 6), ('not', 5), ('why', 5), ('but', 5), ('with', 5), ('force.', 5), ('just', 4), ('guy', 4), ('what', 4), ('by', 4), ('it', 4), ('were', 4), ('arrested', 4), ('person', 4), ('have', 4), ('do', 3), ('People', 3), ('arrests', 3), ('was', 3), ('has', 3), ('going', 3), ('wonder', 3), ('cops', 3), ('his', 3), ('officers', 3), ('use', 3), ('one', 3), ('be', 3)]","[('the', 19), ('is', 14), ('I', 13), ('police', 12), ('a', 11), ('to', 10), ('like', 10), ('by', 9), ('looks', 8), ('man', 8), ('being', 8), ('this', 7), ('feel', 6), ('on', 6), ('and', 6), ('are', 5), ('This', 5), ('arrested', 5), ('he', 5), ('person', 5), ('down', 4), ('they', 4), ('with', 4), ('carried', 4), ('for', 3), ('face', 3), ('be', 3), ('guy', 3), ('as', 3), ('take', 2), (""I'm"", 2), ('They', 2), ('of', 2), ('having', 2), ('you', 2), ('arrest', 2), ('surprised', 2), ('black', 2), ('getting', 2), ('stop', 2), ('resisting', 2), ('arrest.', 2), ('look', 2), ('his', 2), ('person.', 2), ('an', 2), ('that', 2), ('needs', 2), ('help', 2), ('Seems', 2)]"
59,eliminate,"[('the', 21), ('a', 13), ('and', 12), ('is', 11), ('man', 11), ('to', 10), ('of', 9), ('i', 8), ('being', 8), ('this', 6), ('upset', 5), ('as', 5), ('why', 5), ('he', 5), ('by', 5), ('seems', 5), ('am', 5), ('image', 4), ('what', 4), ('police', 4), ('on', 4), ('there', 4), ('feel', 3), ('context', 3), ('very', 3), ('upset.', 3), ('restrained', 3), ('be', 3), ('situation', 3), ('shocked', 3), ('man.', 3), ('shock', 2), ('someone', 2), ('are', 2), ('they', 2), ('restraining', 2), ('looks', 2), ('but', 2), ('nypd.', 2), ('ground', 2), ('worried', 2), ('for', 2), ('paramedic', 2), ('woman', 2), ('young', 2), ('one', 2), ('emotionally', 2), ('police.', 2), (""don't"", 2), ('officers', 2)]","[('the', 33), ('is', 29), ('a', 15), ('police', 13), ('This', 13), ('I', 13), ('like', 12), ('to', 12), ('looks', 12), ('for', 11), ('feel', 10), ('being', 10), ('of', 10), ('in', 9), ('by', 9), ('and', 8), ('this', 8), ('on', 8), ('are', 6), ('people', 6), ('protester', 6), ('he', 6), ('man', 5), ('My', 5), ('response', 5), ('what', 4), ('that', 4), ('upset', 4), ('but', 4), ('no', 4), ('reason', 4), ('or', 3), ('it', 3), ('arresting', 3), ('did', 3), ('she', 3), ('person', 3), ('arrested', 3), ('guy', 3), ('at', 3), ('with', 3), ('form', 3), ('they', 3), ('me', 2), (""don't"", 2), ('see', 2), ('bad', 2), ('hurt.', 2), ('shocked', 2), ('need', 2)]","[('is', 17), ('the', 16), ('I', 15), ('police', 13), ('to', 10), ('being', 10), ('a', 9), ('like', 9), ('are', 8), ('looks', 7), ('not', 7), ('be', 6), ('they', 6), ('this', 6), ('he', 6), ('by', 6), ('feel', 5), ('what', 5), ('arrested', 5), ('of', 5), ('police.', 5), ('with', 5), ('in', 5), ('so', 5), ('she', 5), ('man', 5), ('no', 4), ('The', 4), ('This', 4), ('look', 4), ('on', 4), ('their', 3), ('going', 3), ('that', 3), ('Police', 3), ('just', 3), ('arrest', 3), ('but', 3), (""don't"", 3), ('black', 3), ('and', 3), ('sure', 3), ('were', 3), ('why', 3), ('an', 3), ('get', 3), ('bad', 2), ('for', 2), ('doing', 2), ('person', 2)]"
60,keep,"[('this', 11), ('looks', 9), ('guy', 8), ('is', 7), ('in', 6), ('like', 4), ('man', 3), ('are', 3), ('a', 3), ('officers', 3), ('why', 3), ('what', 2), ('that', 2), ('trouble', 2), ('for', 2), ('he', 2), ('and', 2), ('suprised', 2), ('student', 2), ('wasnt', 2), ('detaining', 2), ('she', 2), ('sad,', 1), ('upsetting', 1), ('happening', 1), ('here', 1), ('resulted', 1), ('seems', 1), ('pain', 1), ('upset', 1), ('sad', 1), ('police', 1), ('using', 1), ('force', 1), ('against', 1), ('protestors', 1), ('something', 1), ('compliant', 1), ('now', 1), ('being', 1), ('carried', 1), ('by', 1), ('3', 1), ('her', 1), ('with', 1), ('backpack', 1), ('on', 1), ('the', 1), ('background,', 1), ('maybe', 1)]","[('the', 13), ('police', 12), ('I', 11), ('is', 11), ('to', 11), ('like', 11), ('being', 10), ('on', 9), ('man', 9), ('arrested', 9), ('they', 8), ('by', 7), ('a', 7), ('of', 7), ('what', 6), ('feel', 6), ('looks', 6), ('This', 6), ('and', 5), ('this', 5), ('in', 5), ('going', 4), ('for', 4), ('guy', 4), ('with', 4), ('he', 4), ('look', 4), ('be', 4), ('have', 4), ('person', 4), ('that', 3), ('it', 3), ('A', 3), ('black', 3), ('police.', 3), ('officers.', 3), ('arrested.', 3), ('doing', 3), ('their', 3), ('Police', 3), ('seems', 3), ('but', 3), ('wonder', 2), ('need', 2), ('someone', 2), ('Another', 2), ('protester', 2), ('much', 2), ('at', 2), ('My', 2)]","[('the', 21), ('is', 20), ('I', 14), ('he', 13), ('man', 12), ('police', 12), ('being', 12), ('looks', 11), ('a', 10), ('like', 8), ('and', 8), ('of', 8), ('that', 8), ('feel', 7), ('by', 7), ('to', 7), ('on', 6), ('arrested', 6), ('for', 6), ('this', 5), ('in', 5), ('This', 4), ('have', 4), ('be', 4), (""don't"", 4), ('person', 4), ('it', 3), ('one', 3), ('with', 3), ('face', 3), ('arrest.', 3), ('are', 3), ('know', 3), ('guy', 3), ('black', 3), ('an', 3), ('down', 3), ('many', 3), ('these', 3), ('they', 2), ('could', 2), ('hurt.', 2), ('woman', 2), ('ground.', 2), ('cops', 2), ('bad', 2), ('sad', 2), ('scared', 2), ('what', 2), ('resisting', 2)]"
61,eliminate,"[('the', 8), ('I', 8), ('looks', 7), ('is', 7), ('that', 6), ('hope', 6), ('like', 5), ('okay.', 5), ('to', 4), ('he', 4), ('man', 4), (""he's"", 4), ('He', 4), ('a', 4), ('being', 3), ('That', 3), ('of', 3), ('The', 3), ('very', 3), ('police', 3), ('kind', 2), ('be', 2), ('What', 2), ('this', 2), ('have', 2), ('make', 2), ('look', 2), ('Looks', 2), ('arrest.', 2), ('Is', 2), ('it', 2), (""doesn't"", 2), ('seem', 2), ('feel', 2), ('his', 2), ('time', 2), ('Seems', 2), ('also', 2), ('slightly', 1), ('angered', 1), ('At', 1), ('least', 1), (""she's"", 1), ('held.', 1), ('Whats', 1), ('with', 1), ('armlock', 1), ('fun.', 1), ('want', 1), ('carried', 1)]","[('is', 21), ('the', 20), ('I', 12), ('this', 12), ('to', 12), ('looks', 11), ('a', 10), ('of', 10), ('response', 8), ('police', 8), ('The', 7), ('My', 7), ('like', 6), ('for', 6), ('man', 6), ('This', 6), ('they', 5), ('are', 5), ('being', 5), ('in', 5), ('what', 5), ('and', 5), ('cops', 5), ('that', 4), ('feel', 4), ('guy', 4), ('on', 4), ('look', 4), ('person', 4), ('arrested', 4), ('by', 4), ('arresting', 4), ('am', 3), ('too', 3), ('woman', 3), ('lot', 3), ('one', 3), ('doing', 3), ('What', 3), ('she', 3), ('arrest', 3), ('have', 3), ('black', 3), ('really', 2), ('him', 2), (""don't"", 2), ('know', 2), ('much', 2), ('do', 2), ('would', 2)]","[('the', 20), ('to', 17), ('I', 16), ('is', 15), ('police', 14), ('like', 13), ('this', 13), ('looks', 9), ('of', 9), ('a', 8), ('he', 8), ('being', 7), ('This', 7), ('arrested', 6), ('and', 6), ('no', 6), ('man', 5), ('by', 5), ('feel', 4), ('are', 4), ('have', 4), ('for', 4), ('has', 4), ('know', 4), ('what', 4), (""don't"", 4), ('was', 4), ('black', 3), ('am', 3), ('at', 3), ('in', 3), ('It', 3), ('on', 3), ('someone', 3), ('as', 3), ('guy', 3), ('Black', 2), ('person', 2), ('streets', 2), ('so', 2), ('but', 2), ('He', 2), ('many', 2), ('our', 2), ('why', 2), ('they', 2), ('him', 2), ('their', 2), ('happening', 2), ('Arrested', 2)]"
62,keep,"[('I', 13), ('the', 11), ('this', 10), ('upset', 7), ('feel', 7), ('are', 7), ('and', 6), ('for', 6), ('to', 6), ('am', 6), ('by', 6), ('man', 5), ('being', 5), ('more', 5), ('on', 5), ('he', 4), ('because', 4), ('looks', 4), ('like', 4), ('police', 4), ('of', 4), ('scared', 3), ('in', 3), ('is', 3), ('seems', 3), ('woman', 3), ('very', 3), ('i', 2), ('but', 2), ('going', 2), ('it', 2), ('aggressive', 2), ('too', 2), ('their', 2), ('need', 2), ('know', 2), ('what', 2), ('person', 2), ('me', 2), ('why', 2), ('there', 2), ('so', 2), ('who', 2), ('cops', 2), ('how', 2), ('confused', 2), ('picture', 2), ('situation', 2), ('that', 1), ('has', 1)]","[('police', 17), ('to', 16), ('is', 14), ('being', 14), ('a', 13), ('I', 12), ('the', 11), ('man', 10), ('like', 10), ('arrested', 10), ('by', 10), ('This', 9), ('looks', 7), ('in', 7), ('and', 7), ('he', 6), ('are', 6), ('was', 6), ('The', 5), ('this', 5), ('male', 5), ('feel', 4), ('they', 4), ('doing', 4), ('their', 4), ('officer', 4), ('what', 4), ('his', 4), ('arresting', 4), ('someone', 4), ('who', 4), ('arrest', 4), ('pain', 3), ('after', 3), ('arrested.', 3), ('look', 3), ('just', 3), ('job.', 3), ('of', 3), ('cops', 3), ('probably', 3), ('if', 3), ('protester', 3), ('resisting', 3), ('A', 3), ('woman', 3), ('wonder', 3), ('peaceful', 3), ('An', 3), ('african', 3)]","[('the', 18), ('to', 14), ('I', 14), ('is', 14), ('this', 12), ('police', 12), ('looks', 11), ('man', 11), ('like', 9), ('a', 9), ('and', 8), ('he', 8), ('feel', 7), ('are', 7), ('they', 7), ('being', 7), ('by', 7), ('on', 7), ('in', 7), ('have', 6), ('for', 6), ('what', 6), ('of', 5), ('at', 5), ('arrested', 5), ('be', 4), ('why', 4), ('person', 4), ('did', 4), ('been', 4), ('going', 4), ('black', 4), ('just', 3), ('or', 3), (""don't"", 3), ('The', 3), ('am', 3), ('has', 3), ('arrest', 3), ('as', 3), ('This', 3), ('cops', 3), ('guy', 3), ('He', 3), ('peaceful', 2), ('upset', 2), ('no', 2), ('protesters', 2), ('unarmed', 2), ('when', 2)]"
